authors,first_name,last_name,title,description,rating,review_date,review,status,began_date,completed_date,tags,notes,groups,copies,created,publisher,publish_date,pages,price,isbn10,isbn13
"Austin Kleon",Austin,Kleon,"Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered","In his New York Times bestseller Steal Like an Artist, Austin Kleon showed readers how to unlock their creativity by “stealing” from the community of other movers and shakers. Now, in an even more forward-thinking and necessary book, he shows how to take that critical next step on a creative journey—getting known. Show Your Work! is about why generosity trumps genius. It’s about getting findable, about using the network instead of wasting time “networking.” It’s not self-promotion, it’s self-discovery—let others into your process, then let them steal from you. Filled with illustrations, quotes, stories, and examples, Show Your Work! offers ten transformative rules for being open, generous, brave, productive. In chapters such as You Don’t Have to Be a Genius; Share Something Small Every Day; and Stick Around, Kleon creates a user’s manual for embracing the communal nature of creativity— what he calls the “ecology of talent.” From broader life lessons about work (you can’t find your voice if you don’t use it) to the etiquette of sharing—and the dangers of oversharing—to the practicalities of Internet life (build a good domain name; give credit when credit is due), it’s an inspiring manifesto for succeeding as any kind of artist or entrepreneur in the digital age.",,,,,,,,,,1,2019-08-31,"Workman Publishing Company",2014-03-11,224,,076117897X,9780761178972
"James Otteson",James,Otteson,"End of Socialism, The","""The End of Socialism explores the exact nature of the practical difficulties socialism faces and examines how its moral ideals can guide policy""--",,,,Completed,2014-10-24,2014-12-18,,,,1,2019-08-31,"Cambridge University Press",2014-10-06,240,,1107017319,9781107017313
"B. J. Novak",B.,Novak,"One More Thing","B.J. Novak's One More Thing: Stories and Other Stories is an endlessly entertaining, surprisingly sensitive, and startlingly original debut that signals the arrival of a brilliant new voice in American fiction. A boy wins a $100,000 prize in a box of Frosted Flakes—only to discover that claiming the winnings might unravel his family. A woman sets out to seduce motivational speaker Tony Robbins—turning for help to the famed motivator himself. A new arrival in Heaven, overwhelmed with options, procrastinates over a long-ago promise to visit his grandmother. We meet Sophia, the first artificially intelligent being capable of love, who falls for a man who might not be ready for it himself; a vengeance-minded hare, obsessed with scoring a rematch against the tortoise who ruined his life; and post-college friends who try to figure out how to host an intervention in the era of Facebook. Along the way, we learn why wearing a red T-shirt every day is the key to finding love, how February got its name, and why the stock market is sometimes just . . . down. Finding inspiration in questions from the nature of perfection to the icing on carrot cake, One More Thing has at its heart the most human of phenomena: love, fear, hope, ambition, and the inner stirring for the one elusive element just that might make a person complete. Across a dazzling range of subjects, themes, tones, and narrative voices, the many pieces in this collection are like nothing else, but they have one thing in common: they share the playful humor, deep heart, sharp eye, inquisitive mind, and altogether electrifying spirit of a writer with a fierce devotion to the entertainment of the reader. From the Hardcover edition.",,,,Completed,,,,,,1,2019-08-31,Vintage,2014-02-04,304,,0385351844,9780385351843
"Orson Scott Card",Orson,Card,"Speaker for the Dead","In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War. Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth. Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel.",,,,,,,,,,1,2019-08-31,Macmillan,2009-11-30,304,,1429963948,9781429963947
"Orson Scott Card",Orson,Card,"Ender's Game (The Ender Quintet)","This engaging, collectible, miniature hardcover of the Orson Scott Card classic and worldwide bestselling novel, Ender's Game, makes an excellent gift for anyone's science fiction library.“Ender's Game is an affecting novel.""―New York Times Book ReviewOnce again, Earth is under attack. An alien species is poised for a final assault. The survival of humanity depends on a military genius who can defeat the aliens. But who?Ender Wiggin. Brilliant. Ruthless. Cunning. A tactical and strategic master. And a child.Recruited for military training by the world government, Ender's childhood ends the moment he enters his new home: Battle School. Among the elite recruits Ender proves himself to be a genius among geniuses. He excels in simulated war games. But is the pressure and loneliness taking its toll on Ender? Simulations are one thing. How will Ender perform in real combat conditions? After all, Battle School is just a game. Isn't it?",,,,Completed,,,,,,1,2019-08-31,"Tor Books",2017-10-17,448,,0765394863,9780765394866
"Peter Thiel,Blake Masters",Peter,Thiel,"Zero to One","#1 NEW YORK TIMES BESTSELLER If you want to build a better future, you must believe in secrets. The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself. Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique. Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places. From the Hardcover edition.",,,,Completed,2016-02-12,2016-02-15,,,,1,2019-08-31,"Crown Business",2014-09-16,224,,080413930X,9780804139304
"Jean-Jacques Rousseau",Jean-Jacques,Rousseau,"Major Political Writings of Jean-Jacques Rousseau, The","Individualist and communitarian. Anarchist and totalitarian. Classicist and romanticist. Progressive and reactionary. Since the eighteenth century, Jean-Jacques Rousseau has been said to be all of these things. Few philosophers have been the subject of as much or as intense debate, yet almost everyone agrees that Rousseau is among the most important and influential thinkers in the history of political philosophy. This new edition of his major political writings, published in the year of the three-hundredth anniversary of his birth, renews attention to the perennial importance of Rousseau’s work. The book brings together superb new translations by renowned Rousseau scholar John T. Scott of three of Rousseau’s works: the Discourse on the Sciences and Arts, the Discourse on the Origin and Foundations of Inequality Among Men, and On the Social Contract. The two Discourses show Rousseau developing his well-known conception of the natural goodness of man and the problems posed by life in society. With the Social Contract, Rousseau became the first major thinker to argue that democracy is the only legitimate form of political organization. Scott’s extensive introduction enhances our understanding of these foundational writings, providing background information, social and historical context, and guidance for interpreting the works. Throughout, translation and editorial notes clarify ideas and terms that might not be immediately familiar to most readers. The three works collected in The Major Political Writings of Jean-Jacques Rousseau represent an important contribution to eighteenth-century political theory that has exerted an extensive influence on generations of thinkers, beginning with the leaders of the French Revolution and continuing to the present day. The new translations on offer here will be welcomed by a wide readership of both Rousseau scholars and readers with a general interest in political thought.",,,,,,,,,,1,2019-08-31,"University of Chicago Press",2012-10-17,320,,0226921883,9780226921884
"Virginia Postrel",Virginia,Postrel,"Future and Its Enemies, The","Today we have greater wealth, health, opportunity, and choice than at any time in history. Yet a chorus of intellectuals and politicians laments our current condition -- as slaves to technology, coarsened by popular culture, and insecure in the face of economic change. The future, they tell us, is dangerously out of control, and unless we precisely govern the forces of change, we risk disaster. In The Future and Its Enemies, Virginia Postrel explodes the myths behind these claims. Using examples that range from medicine to fashion, she explores how progress truly occurs and demonstrates that human betterment depends not on conformity to one central vision but on creativity and decentralized, open-ended trial and error. She argues that these two opposing world-views -- ""stasis"" vs. ""dynamism"" -- are replacing ""left"" and ""right"" to define our cultural and political debate as we enter the next century. In this bold exploration of how civilizations learn, Postrel heralds a fundamental shift in the way we view politics, culture, technology, and society as we face an unknown -- and invigorating -- future.",,,,,,,,,,1,2019-08-31,"Simon and Schuster",2011-05-10,288,,1439135320,9781439135327
"Stuart Jeffries",Stuart,Jeffries,"Grand Hotel Abyss","This brilliant group biography asks who were the Frankfurt School and why they matter today In 1923, a group of young radical German thinkers and intellectuals came together to at Victoria Alle 7, Frankfurt, determined to explain the workings of the modern world. Among the most prominent members of what became the Frankfurt School were the philosophers Walter Benjamin, Theodor Adorno, Max Horkheimer, and Herbert Marcuse. Not only would they change the way we think, but also the subjects we deem worthy of intellectual investigation. Their lives, like their ideas, profoundly, sometimes tragically, reflected and shaped the shattering events of the twentieth century. Grand Hotel Abyss combines biography, philosophy, and storytelling to reveal how the Frankfurt thinkers gathered in hopes of understanding the politics of culture during the rise of fascism. Some of them, forced to escape the horrors of Nazi Germany, later found exile in the United States. Benjamin, with his last great work—the incomplete Arcades Project—in his suitcase, was arrested in Spain and committed suicide when threatened with deportation to Nazi-occupied France. On the other side of the Atlantic, Adorno failed in his bid to become a Hollywood screenwriter, denounced jazz, and even met Charlie Chaplin in Malibu. After the war, there was a resurgence of interest in the School. From the relative comfort of sun-drenched California, Herbert Marcuse wrote the classic One Dimensional Man, which influenced the 1960s counterculture and thinkers such as Angela Davis; while in a tragic coda, Adorno died from a heart attack following confrontations with student radicals in Berlin. By taking popular culture seriously as an object of study—whether it was film, music, ideas, or consumerism—the Frankfurt School elaborated upon the nature and crisis of our mass-produced, mechanised society. Grand Hotel Abyss shows how much these ideas still tell us about our age of social media and runaway consumption.",,,,,,,,,,1,2019-08-31,"Verso Books",2016-09-20,,,1784785717,9781784785710
"Adam Greenfield",Adam,Greenfield,"Radical Technologies","A field manual to the technologies that are transforming our lives Everywhere we turn, a startling new device promises to transfigure our lives. But at what cost? In this urgent and revelatory excavation of our Information Age, leading technology thinker Adam Greenfield forces us to reconsider our relationship with the networked objects, services and spaces that define us. It is time to re-evaluate the Silicon Valley consensus determining the future. We already depend on the smartphone to navigate every aspect of our existence. We’re told that innovations—from augmented-reality interfaces and virtual assistants to autonomous delivery drones and self-driving cars—will make life easier, more convenient and more productive. 3D printing promises unprecedented control over the form and distribution of matter, while the blockchain stands to revolutionize everything from the recording and exchange of value to the way we organize the mundane realities of the day to day. And, all the while, fiendishly complex algorithms are operating quietly in the background, reshaping the economy, transforming the fundamental terms of our politics and even redefining what it means to be human. Having successfully colonized everyday life, these radical technologies are now conditioning the choices available to us in the years to come. How do they work? What challenges do they present to us, as individuals and societies? Who benefits from their adoption? In answering these questions, Greenfield’s timely guide clarifies the scale and nature of the crisis we now confront —and offers ways to reclaim our stake in the future.",,,,,,,,,,1,2019-08-31,"Verso Books",2017-06-13,368,,1784780472,9781784780470
"Alex Vitale",Alex,Vitale,"End of Policing, The","How the police endanger us and why we need to find an alternative Recent years have seen an explosion of protest and concern about police brutality and repression—especially after long-held grievances in Ferguson, Missouri, erupted in months of violent protest following the police killing of Brown. Much of the conversation has focused on calls for enhancing police accountability, increasing police diversity, improving police training, and emphasizing community policing. Unfortunately, none of these is likely to produce results, because they fail to get at the core of the problem. The problem is policing itself—the dramatic expansion of the police role over the last forty years. This book attempts to jog public discussion of policing by revealing the tainted origins of modern policing as a tool of social control and demonstrating how the expanded role of the police is inconsistent with community empowerment, social justice—even public safety. Drawing on first-hand research from across the globe, Alex Vitale shows how the implementation of alternatives to policing, like drug legalization, regulation, and harm reduction instead of the policing of drugs, has led to reductions in crime, spending, and injustice. From the Hardcover edition.",,,,,,,,,,1,2019-08-31,"Verso Books",2017-10-10,272,,1784782912,9781784782917
"Keller Easterling",Keller,Easterling,Extrastatecraft,"Extrastatecraft is the operating system of the modern world: the skyline of Dubai, the subterranean pipes and cables sustaining urban life, free-trade zones, the standardized dimensions of credit cards, and hyper-consumerist shopping malls. It is all this and more. Infrastructure sets the invisible rules that govern the spaces of our everyday lives, making the city the key site of power and resistance in the twenty-first century. Keller Easterling reveals the nexus of emerging governmental and corporate forces buried within the concrete and fiber-optics of our modern habitat. Extrastatecraft will change how we think about cities—and, perhaps, how we live in them. From the Trade Paperback edition.",,,,,,,,,,1,2019-08-31,"Verso Books",2014-11-04,252,,1781685886,9781781685884
"Gabriella Coleman",Gabriella,Coleman,"Hacker, Hoaxer, Whistleblower, Spy","Here is the ultimate book on the worldwide movement of hackers, pranksters, and activists that operates under the non-name Anonymous, by the writer the Huffington Post says “knows all of Anonymous’ deepest, darkest secrets.” Half a dozen years ago, anthropologist Gabriella Coleman set out to study the rise of this global phenomenon just as some of its members were turning to political protest and dangerous disruption (before Anonymous shot to fame as a key player in the battles over WikiLeaks, the Arab Spring, and Occupy Wall Street). She ended up becoming so closely connected to Anonymous that the tricky story of her inside–outside status as Anon confidante, interpreter, and erstwhile mouthpiece forms one of the themes of this witty and entirely engrossing book. The narrative brims with details unearthed from within a notoriously mysterious subculture, whose semi-legendary tricksters—such as Topiary, tflow, Anachaos, and Sabu—emerge as complex, diverse, politically and culturally sophisticated people. Propelled by years of chats and encounters with a multitude of hackers, including imprisoned activist Jeremy Hammond and the double agent who helped put him away, Hector Monsegur, Hacker, Hoaxer, Whistleblower, Spy is filled with insights into the meaning of digital activism and little understood facets of culture in the Internet age, including the history of “trolling,” the ethics and metaphysics of hacking, and the origins and manifold meanings of “the lulz.” From the Hardcover edition.",,,,,,,,,,1,2019-08-31,"Verso Books",2014-11-04,256,,1781685843,9781781685846
"Frank Chimero",Frank,Chimero,"Shape of Design, The",,,,,,,,,,,1,2019-08-31,,2012-01-01,131,,0985472200,9780985472207
"Greg Lukianoff,Jonathan Haidt",Greg,Lukianoff,"Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure, The","Something has been going wrong on many college campuses in the last few years. Speakers are shouted down. Students and professors say they are walking on eggshells and are afraid to speak honestly. Rates of anxiety, depression, and suicide are rising—on campus as well as nationally. How did this happen? First Amendment expert Greg Lukianoff and social psychologist Jonathan Haidt show how the new problems on campus have their origins in three terrible ideas that have become increasingly woven into American childhood and education: What doesn’t kill you makes you weaker; always trust your feelings; and life is a battle between good people and evil people. These three Great Untruths contradict basic psychological principles about well-being and ancient wisdom from many cultures.  Embracing these untruths—and the resulting culture of safetyism—interferes with young people’s social, emotional, and intellectual development. It makes it harder for them to become autonomous adults who are able to navigate the bumpy road of life. Lukianoff and Haidt investigate the many social trends that have intersected to promote the spread of these untruths. They explore changes in childhood such as the rise of fearful parenting, the decline of unsupervised, child-directed play, and the new world of social media that has engulfed teenagers in the last decade. They examine changes on campus, including the corporatization of universities and the emergence of new ideas about identity and justice. They situate the conflicts on campus within the context of America’s rapidly rising political polarization and dysfunction. This is a book for anyone who is confused by what is happening on college campuses today, or has children, or is concerned about the growing inability of Americans to live, work, and cooperate across party lines.",,,,Completed,2019-09-23,2019-11-30,,,,1,2019-11-30,"Penguin Press",2018-09-04,352,,0735224897,9780735224896
"Christian Brose",Christian,Brose,"Kill Chain, The","For generations of Americans, our country has been the world's dominant military power. How the US military fights, and the systems and weapons that it fights with, have been uncontested. That old reality, however, is rapidly deteriorating. America's traditional sources of power are eroding amid the emergence of new technologies and the growing military threat posed by rivals such as China. America is at grave risk of losing a future war. As Christian Brose reveals in this urgent wake-up call, the future will be defined by artificial intelligence, autonomous systems, and other emerging technologies that are revolutionizing global industries and are now poised to overturn the model of American defense. This fascinating, if disturbing, book confronts the existential risks on the horizon, charting a way for America's military to adapt and succeed with new thinking as well as new technology. America must build a battle network of systems that enables people to rapidly understand threats, make decisions, and take military actions, the process known as ""the kill chain."" Examining threats from China, Russia, and elsewhere, The Kill Chain offers hope and, ultimately, insights on how America can apply advanced technologies to prevent war, deter aggression, and maintain peace.",,,,Completed,2020-07-17,2020-07-21,,,,1,2020-06-22,"Hachette Books",2020-04-21,320,,031653336X,9780316533362
"James Dale Davidson,Lord William Rees-Mogg",James,Davidson,"Sovereign Individual, The","Two renowned investment advisors and authors of the bestseller The Great Reckoning bring to light both currents of disaster and the potential for prosperity and renewal in the face of radical changes in human history as we move into the next century. The Sovereign Individual details strategies necessary for adapting financially to the next phase of Western civilization. Few observers of the late twentieth century have their fingers so presciently on the pulse of the global political and economic realignment ushering in the new millennium as do James Dale Davidson and Lord William Rees-Mogg. Their bold prediction of disaster on Wall Street in Blood in the Streets was borne out by Black Tuesday. In their ensuing bestsellar, The Great Reckoning, published just weeks before the coup attempt against Gorbachev, they analyzed the pending collapse of the Soviet Union and foretold the civil war in Yugoslavia and other events that have proved to be among the most searing developments of the past few years. In The Sovereign Individual, Davidson and Rees-Mogg explore the greatest economic and political transition in centuries -- the shift from an industrial to an information-based society. This transition, which they have termed ""the fourth stage of human society,"" will liberate individuals as never before, irrevocably altering the power of government. This outstanding book will replace false hopes and fictions with new understanding and clarified values.",,,,,,,,,,1,2020-07-21,"Simon and Schuster",2020-02-04,448,,1439144737,9781439144732
"Jimmy Soni,Rob Goodman",Jimmy,Soni,"Mind at Play, A","The life and times of one of the foremost intellects of the twentieth century: Claude Shannon—the architect of the Information Age, whose insights stand behind every computer built, email sent, video streamed, and webpage loaded. Claude Shannon was a groundbreaking polymath, a brilliant tinkerer, and a digital pioneer. He constructed a fleet of customized unicycles and a flamethrowing trumpet, outfoxed Vegas casinos, and built juggling robots. He also wrote the seminal text of the digital revolution, which has been called “the Magna Carta of the Information Age.” His discoveries would lead contemporaries to compare him to Albert Einstein and Isaac Newton. His work anticipated by decades the world we’d be living in today—and gave mathematicians and engineers the tools to bring that world to pass. In this elegantly written, exhaustively researched biography, Jimmy Soni and Rob Goodman reveal Claude Shannon’s full story for the first time. It’s the story of a small-town Michigan boy whose career stretched from the era of room-sized computers powered by gears and string to the age of Apple. It’s the story of the origins of our digital world in the tunnels of MIT and the “idea factory” of Bell Labs, in the “scientists’ war” with Nazi Germany, and in the work of Shannon’s collaborators and rivals, thinkers like Alan Turing, John von Neumann, Vannevar Bush, and Norbert Wiener. And it’s the story of Shannon’s life as an often reclusive, always playful genius. With access to Shannon’s family and friends, A Mind at Play brings this singular innovator and creative genius to life.",,,,Completed,2020-07-26,2020-07-27,,,,1,2020-07-21,"Simon and Schuster",2017-07-18,384,,1476766703,9781476766706
"George Dyson",George,Dyson,"Turing's Cathedral: The Origins of the Digital Universe","“It is possible to invent a single machine which can be used to compute any computable sequence,” twenty-four-year-old Alan Turing announced in 1936. In Turing’s Cathedral, George Dyson focuses on a small group of men and women, led by John von Neumann at the Institute for Advanced Study in Princeton, New Jersey, who built one of the first computers to realize Alan Turing’s vision of a Universal Machine. Their work would break the distinction between numbers that mean things and numbers that do things—and our universe would never be the same. Using five kilobytes of memory (the amount allocated to displaying the cursor on a computer desktop of today), they achieved unprecedented success in both weather prediction and nuclear weapons design, while tackling, in their spare time, problems ranging from the evolution of viruses to the evolution of stars. Dyson’s account, both historic and prophetic, sheds important new light on how the digital universe exploded in the aftermath of World War II. The proliferation of both codes and machines was paralleled by two historic developments: the decoding of self-replicating sequences in biology and the invention of the hydrogen bomb. It’s no coincidence that the most destructive and the most constructive of human inventions appeared at exactly the same time.  How did code take over the world? In retracing how Alan Turing’s one-dimensional model became John von Neumann’s two-dimensional implementation, Turing’s Cathedral offers a series of provocative suggestions as to where the digital universe, now fully three-dimensional, may be heading next.",,,,Completed,2020-07-27,2020-08-06,,,,1,2020-07-21,Pantheon,2012-03-06,432,,0375422773,9780375422775
"Stuart Russell",Stuart,Russell,"Human Compatible","""The most important book I have read in quite some time"" (Daniel Kahneman); ""A must-read"" (Max Tegmark); ""The book we've all been waiting for"" (Sam Harris) A leading artificial intelligence researcher lays out a new approach to AI that will enable us to coexist successfully with increasingly intelligent machines Longlisted for the 2019 Financial Times/McKinsey Business Book of the Year Award In the popular imagination, superhuman artificial intelligence is an approaching tidal wave that threatens not just jobs and human relationships, but civilization itself. Conflict between humans and machines is seen as inevitable and its outcome all too predictable. In this groundbreaking book, distinguished AI researcher Stuart Russell argues that this scenario can be avoided, but only if we rethink AI from the ground up. Russell begins by exploring the idea of intelligence in humans and in machines. He describes the near-term benefits we can expect, from intelligent personal assistants to vastly accelerated scientific research, and outlines the AI breakthroughs that still have to happen before we reach superhuman AI. He also spells out the ways humans are already finding to misuse AI, from lethal autonomous weapons to viral sabotage. If the predicted breakthroughs occur and superhuman AI emerges, we will have created entities far more powerful than ourselves. How can we ensure they never, ever, have power over us? Russell suggests that we can rebuild AI on a new foundation, according to which machines are designed to be inherently uncertain about the human preferences they are required to satisfy. Such machines would be humble, altruistic, and committed to pursue our objectives, not theirs. This new foundation would allow us to create machines that are provably deferential and provably beneficial. In a 2014 editorial co-authored with Stephen Hawking, Russell wrote, ""Success in creating AI would be the biggest event in human history. Unfortunately, it might also be the last."" Solving the problem of control over AI is not just possible; it is the key that unlocks a future of unlimited promise.",,,,Completed,2020-08-25,2020-08-29,,,,1,2020-07-21,Penguin,2019-10-08,352,,0525558624,9780525558620
"Margaret O'Mara",Margaret,O'Mara,"Code, The","The true, behind-the-scenes history of the people who built Silicon Valley and shaped Big Tech in America Long before Margaret O'Mara became one of our most consequential historians of the American-led digital revolution, she worked in the White House of Bill Clinton and Al Gore in the earliest days of the commercial Internet. There she saw firsthand how deeply intertwined Silicon Valley was with the federal government--and always had been--and how shallow the common understanding of the secrets of the Valley's success actually was. Now, after almost five years of pioneering research, O'Mara has produced the definitive history of Silicon Valley for our time, the story of mavericks and visionaries, but also of powerful institutions creating the framework for innovation, from the Pentagon to Stanford University. It is also a story of a community that started off remarkably homogeneous and tight-knit and stayed that way, and whose belief in its own mythology has deepened into a collective hubris that has led to astonishing triumphs as well as devastating second-order effects. Deploying a wonderfully rich and diverse cast of protagonists, from the justly famous to the unjustly obscure, across four generations of explosive growth in the Valley, from the forties to the present, O'Mara has wrestled one of the most fateful developments in modern American history into magnificent narrative form. She is on the ground with all of the key tech companies, chronicling the evolution in their offerings through each successive era, and she has a profound fingertip feel for the politics of the sector and its relation to the larger cultural narrative about tech as it has evolved over the years. Perhaps most impressive, O'Mara has penetrated the inner kingdom of tech venture capital firms, the insular and still remarkably old-boy world that became the cockpit of American capitalism and the crucible for bringing technological innovation to market, or not. The transformation of big tech into the engine room of the American economy and the nexus of so many of our hopes and dreams--and, increasingly, our nightmares--can be understood, in Margaret O'Mara's masterful hands, as the story of one California valley. As her majestic history makes clear, its fate is the fate of us all.",,,,Completed,2020-08-10,2020-08-20,,,,1,2020-07-21,"Penguin Books",2020-07-07,512,,0399562206,9780399562204
"Ross Douthat",Ross,Douthat,"Decadent Society, The","From the New York Times columnist and bestselling author of Bad Religion, a powerful portrait of how our turbulent age is defined by dark forces seemingly beyond our control Today the Western world seems to be in crisis. But beneath our social media frenzy and reality television politics, the deeper reality is one of drift, repetition, and dead ends. The Decadent Society explains what happens when a rich and powerful society ceases advancing—how the combination of wealth and technological proficiency with economic stagnation, political stalemates, cultural exhaustion, and demographic decline creates a strange kind of “sustainable decadence,” a civilizational languor that could endure for longer than we think. Ranging from our grounded space shuttles to our Silicon Valley villains, from our blandly recycled film and television—a new Star Wars saga, another Star Trek series, the fifth Terminator sequel—to the escapism we’re furiously chasing through drug use and virtual reality, Ross Douthat argues that many of today’s discontents and derangements reflect a sense of futility and disappointment—a feeling that the future was not what was promised, that the frontiers have all been closed, and that the paths forward lead only to the grave. In this environment we fear catastrophe, but in a certain way we also pine for it—because the alternative is to accept that we are permanently decadent: aging, comfortable and stuck, cut off from the past and no longer confident in the future, spurning both memory and ambition while we wait for some saving innovation or revelations, growing old unhappily together in the glowing light of tiny screens. Correcting both optimists who insist that we’re just growing richer and happier with every passing year and pessimists who expect collapse any moment, Douthat provides an enlightening diagnosis of the modern condition—how we got here, how long our age of frustration might last, and how, whether in renaissance or catastrophe, our decadence might ultimately end.",,,,Completed,2020-08-07,2020-08-09,,,,1,2020-07-26,"Simon and Schuster",2020-02-25,272,,1476785260,9781476785264
"Henry Farrell,Abraham L. Newman",Henry,Farrell,"Of Privacy and Power - the Transatlantic Struggle over Freedom and Security","How disputes over privacy and security have shaped the relationship between the European Union and the United States and what this means for the future We live in an interconnected world, where security problems like terrorism are spilling across borders, and globalized data networks and e-commerce platforms are reshaping the world economy. This means that states' jurisdictions and rule systems clash. How have they negotiated their differences over freedom and security? Of Privacy and Power investigates how the European Union and United States, the two major regulatory systems in world politics, have regulated privacy and security, and how their agreements and disputes have reshaped the transatlantic relationship. The transatlantic struggle over freedom and security has usually been depicted as a clash between a peace-loving European Union and a belligerent United States. Henry Farrell and Abraham Newman demonstrate how this misses the point. The real dispute was between two transnational coalitions--one favoring security, the other liberty--whose struggles have reshaped the politics of surveillance, e-commerce, and privacy rights. Looking at three large security debates in the period since 9/11, involving Passenger Name Record data, the SWIFT financial messaging controversy, and Edward Snowden's revelations, the authors examine how the powers of border-spanning coalitions have waxed and waned. Globalization has enabled new strategies of action, which security agencies, interior ministries, privacy NGOs, bureaucrats, and other actors exploit as circumstances dictate. The first serious study of how the politics of surveillance has been transformed, Of Privacy and Power offers a fresh view of the role of information and power in a world of economic interdependence.",,,,Completed,2020-09-28,2020-10-03,,,,1,2020-07-26,"Princeton University Press",2019-04-02,248,,0691183643,9780691183640
"Luciano Floridi",Luciano,Floridi,"Fourth Revolution: How the infosphere is reshaping human reality, The","Who are we, and how do we relate to each other? Luciano Floridi, one of the leading figures in contemporary philosophy, argues that the explosive developments in Information and Communication Technologies (ICTs) are changing the answer to these fundamental human questions. As the boundaries between life online and offline break down, and we become seamlessly connected to each other and surrounded by smart, responsive objects, we are all becoming integrated into an ""infosphere"". Personas we adopt in social media, for example, feed into our 'real' lives so that we begin to live, as Floridi puts in, ""onlife"". Following those led by Copernicus, Darwin, and Freud, this metaphysical shift represents nothing less than a fourth revolution.""Onlife"" defines more and more of our daily activity - the way we shop, work, learn, care for our health, entertain ourselves, conduct our relationships; the way we interact with the worlds of law, finance, and politics; even the way we conduct war. In every department of life, ICTs have become environmental forces which are creating and transforming our realities. How can we ensure that we shall reap their benefits? What are the implicit risks? Are our technologies going to enable and empower us, or constrain us? Floridi argues that we must expand our ecological and ethical approach to cover both natural and man-made realities, putting the 'e' in an environmentalism that can deal successfully with the new challenges posed by our digital technologies and information society.",,,,Completed,2020-09-19,2020-09-27,,,,1,2020-07-27,"Oxford University Press",2014-09-01,272,,0199606722,9780199606726
"George Dyson",George,Dyson,Analogia,"In Analogia, technology historian George Dyson presents a startling look back at the analog age and life before the digital revolution—and an unsettling vision of what comes next. In 1716, the philosopher and mathematician Gottfried Wilhelm Leibniz spent eight days taking the cure with Peter the Great at Bad Pyrmont in Saxony, seeking to initiate a digitally-computed takeover of the world. In his classic books, Darwin Among the Machines and Turing’s Cathedral, Dyson chronicled the realization of Leibniz’s dream at the hands of a series of iconoclasts who brought his ideas to life. Now, in his pathbreaking new book, Analogia, he offers a chronicle of people who fought for the other side—the Native American leader Geronimo and physicist Leo Szilard, among them—a series of stories that will change our view not only of the past but also of the future. The convergence of a startling historical archaeology with Dyson’s unusual personal story—set alternately in the rarified world of cutting-edge physics and computer science, in Princeton, and in the rainforest of the Northwest Coast—leads to a prophetic vision of an analog revolution already under way. We are, Dyson reveals, on the cusp of a new moment in human history, driven by a generation of machines whose powers are beyond programmable control. Includes black-and-white illustrations",,,,Completed,2020-08-21,2020-08-24,,,,1,2020-08-21,"Farrar, Straus and Giroux",2020-08-18,320,,0374710074,9780374710071
